產品編號,序號(PK),步驟,原料編號,原料名稱,單位,原料用量,產品基數,附註,
GD45A3011,GD45A3011-6,6,M001,1----------混合10分,一,,100,,
GD45A3011,GD45A3011-7,7,BA01A0201,奶精-A-SD7,公斤,63.18,100,,
GD45A3011,GD45A3011-8,8,M101,回鍋,公斤,,100,,
GD45A3011,GD45A3011-9,9,M002,2----------混合10分,一,,100,,
GD45A3011,GD45A3011-10,10,M003,#NAME?,一,,100,,
GD45D2021,GD45D2021-1,1,BA01A0101-1,糖粉,公斤,45.4,100,篩,
GD45D2021,GD45D2021-2,2,BA01B0103-1,蔗糖素-1%,公斤,3.31,100,篩,
GD45D2021,GD45D2021-3,3,BA01B0101-1,鹽-10%,公斤,1.44,100,篩,
GD45D2021,GD45D2021-4,4,FD45D2021-1,香料-1-采唐-綠哈蜜瓜粉,公斤,4.56,100,細篩,
GD45D2021,GD45D2021-5,5,FD45D2021-2,香料-2-采唐-綠哈蜜瓜粉,公斤,2.5,100,細篩,
GD45D2021,GD45D2021-6,6,BA01B0301,二矽,公斤,0.23,100,細篩,
GD45D2021,GD45D2021-7,7,M001,1----------混合10分,一,,100,,
GD45D2021,GD45D2021-8,8,FD45D2021-3,香料-3-采唐-綠哈蜜瓜粉,公斤,1.32,100,,
GD45D2021,GD45D2021-9,9,BA01A0201,奶精-A-SD7,公斤,41.24,100,,
GD45D2021,GD45D2021-10,10,M101,回鍋,公斤,,100,,
GD45D2021,GD45D2021-11,11,M002,2----------混合10分,一,,100,,
GD45D2021,GD45D2021-12,12,M003,#NAME?,一,,100,,
GD45D2041,GD45D2041-1,1,BA01A0101-1,糖粉,公斤,28.14,100,篩,
GD45D2041,GD45D2041-2,2,BA01A0103,葡萄糖,公斤,2.75,100,篩,
GD45D2041,GD45D2041-3,3,BA01B0103-1,蔗糖素-1%,公斤,0.24,100,篩,
GD45D2041,GD45D2041-4,4,BA01B0101-1,鹽-10%,公斤,0.79,100,篩,
GD45D2041,GD45D2041-5,5,BA01B0301,二矽,公斤,0.63,100,細篩,
GD45D2041,GD45D2041-6,6,FD45D2041-1,香料-1-采唐-芋頭粉,公斤,0.22,100,細篩,
GD45D2041,GD45D2041-7,7,FD45D2041-2,香料-2-采唐-芋頭粉,公斤,4.9,100,細篩,
GD45D2041,GD45D2041-8,8,FD45D2041-3,香料-3-采唐-芋頭粉,公斤,3.78,100,細篩,
GD45D2041,GD45D2041-9,9,M001,1----------混合10分,一,,100,,
GD45D2041,GD45D2041-10,10,BA01K0301,特級芋頭粉,公斤,3.84,100,篩,
GD45D2041,GD45D2041-11,11,BA01A0201,奶精-A-SD7,公斤,54.71,100,,
GD45D2041,GD45D2041-12,12,M101,回鍋,公斤,,100,,
GD45D2041,GD45D2041-13,13,M002,2----------混合10分,一,,100,,
GD45D2041,GD45D2041-14,14,M003,#NAME?,一,,100,,
GD45D2051,GD45D2051-1,1,BA01A0103,葡萄糖,公斤,13.05,100,篩,
GD45D2051,GD45D2051-2,2,BA01B0101-1,鹽-10%,公斤,5.05,100,篩,
GD45D2051,GD45D2051-3,3,FD45D2051,香料-采唐-厚奶精,公斤,0.12,100,細篩,
GD45D2051,GD45D2051-4,4,BA01A0201,奶精-A-SD7,公斤,81.78,100,,
GD45D2051,GD45D2051-5,5,M101,回鍋,公斤,,100,,
GD45D2051,GD45D2051-6,6,M006,1----------混合15分,一,,100,,
GD45D2051,GD45D2051-7,7,M003,#NAME?,一,,100,,
GD46L3011,GD46L3011-1,1,BA01A0102,細砂糖,公斤,4.59,100,篩,
GD46L3011,GD46L3011-2,2,BA01A0103,葡萄糖,公斤,8.37,100,篩,
GD46L3011,GD46L3011-3,3,BA01B0101,精鹽,公斤,8.19,100,篩,
GD46L3011,GD46L3011-4,4,BA01K0201,IG,公斤,0.13,100,,
GD46L3011,GD46L3011-5,5,BA01K0213,琥珀酸二鈉-干貝素,公斤,0.12,100,篩,
GD46L3011,GD46L3011-6,6,BA01K0110-4,洋芋粉10079,公斤,13.72,100,,
GD46L3011,GD46L3011-7,7,M001,1----------混合10分,一,,100,,
GD46L3011,GD46L3011-8,8,DD46L3011,膠類-星宇-馬鈴薯濃湯,公斤,0.84,100,,
GD46L3011,GD46L3011-9,9,BA01K0203-1,洋蔥粉-益昌,公斤,1.46,100,,
GD46L3011,GD46L3011-10,10,BA01K0101,馬鈴薯澱粉-鷹牌,公斤,22.69,100,篩,
GD46L3011,GD46L3011-11,11,BA01K0207-1,義大利香料-打粉,公斤,0.79,100,,
GD46L3011,GD46L3011-12,12,BA01A0201,奶精-A-SD7,公斤,38.76,100,,
GD46L3011,GD46L3011-13,13,M002,2----------混合10分,一,,100,,
GD46L3011,GD46L3011-14,14,M003-1,#NAME?,一,,100,,
GD46L3011,GD46L3011-15,15,BA01P0125,洋香菜,公斤,0.34,100,,
GD46L3011,GD46L3011-16,16,M101,回鍋,公斤,,100,,
GD46L3011,GD46L3011-17,17,M004,1----------混合5分,一,,100,,
GD52B3011,GD52B3011-1,1,BA01A0102,細砂糖,公斤,41.17,100,篩,
GD52B3011,GD52B3011-2,2,BA01A0101-1,糖粉,公斤,16.18,100,篩,
GD52B3011,GD52B3011-3,3,BA01A0103,葡萄糖,公斤,1.45,100,篩,
GD52B3011,GD52B3011-4,4,BA01B0101-1,鹽-10%,公斤,4.16,100,篩,
GD52B3011,GD52B3011-5,5,FD52B3011,香料-台深-阿薩姆奶粉,公斤,0.4,100,細篩,
GD52B3011,GD52B3011-6,6,M001,1----------混合10分,一,,100,,
GD52B3011,GD52B3011-7,7,BA01A0308,智利紅茶粉-666淺色,公斤,0.89,100,篩,
GD52B3011,GD52B3011-8,8,BA01A0309,智利紅茶粉-668深色-冷溶,公斤,0.87,100,篩,
GD52B3011,GD52B3011-9,9,BA01A0201,奶精-A-SD7,公斤,34.88,100,,
GD52B3011,GD52B3011-10,10,M101,回鍋,公斤,,100,,
GD52B3011,GD52B3011-11,11,M002,2----------混合10分,一,,100,,
GD52B3011,GD52B3011-12,12,M003,#NAME?,一,,100,,
GD52B3021,GD52B3021-1,1,BA01A0102,細砂糖,公斤,17.26,100,篩,
GD52B3021,GD52B3021-2,2,BA01A0103,葡萄糖,公斤,43.95,100,篩,
GD52B3021,GD52B3021-3,3,BA01B0101-1,鹽-10%,公斤,2.12,100,篩,
GD52B3021,GD52B3021-4,4,FD52B3021-1,香料-1-台深-伯爵奶粉,公斤,0.17,100,細篩,
GD52B3021,GD52B3021-5,5,FD52B3021-2,香料-2-台深-伯爵奶粉,公斤,1.1,100,細篩,
GD52B3021,GD52B3021-6,6,BA01B0301,二矽,公斤,0.75,100,細篩,
GD52B3021,GD52B3021-7,7,M001,1----------混合10分,一,,100,,
GD52B3021,GD52B3021-8,8,BA01A0308,智利紅茶粉-666淺色,公斤,1.33,100,篩,
GD52B3021,GD52B3021-9,9,BA01A0309,智利紅茶粉-668深色-冷溶,公斤,1.48,100,篩,
GD52B3021,GD52B3021-10,10,BA01A0201,奶精-A-SD7,公斤,31.84,100,,
GD52B3021,GD52B3021-11,11,M101,回鍋,公斤,,100,,
GD52B3021,GD52B3021-12,12,M002,2----------混合10分,一,,100,,
GD52B3021,GD52B3021-13,13,M003,#NAME?,一,,100,,
GD52B3051,GD52B3051-1,1,BA01A0102,細砂糖,公斤,22.54,100,篩,
GD52B3051,GD52B3051-2,2,BA01A0101-1,糖粉,公斤,31.94,100,篩,
GD52B3051,GD52B3051-3,3,BA01A0103,葡萄糖,公斤,1.58,100,篩,
GD52B3051,GD52B3051-4,4,BA01A0105,紅糖,公斤,0.75,100,米篩,
GD52B3051,GD52B3051-5,5,BA01B0101-1,鹽-10%,公斤,2.67,100,篩,
GD52B3051,GD52B3051-6,6,BA01B0104-1,美香粉,公斤,3.18,100,篩,
GD52B3051,GD52B3051-7,7,FD52B3051,香料-台深-黑糖奶茶粉,公斤,5.5,100,細篩,
GD52B3051,GD52B3051-8,8,BA01B0301,二矽,公斤,1.18,100,細篩,
GD52B3051,GD52B3051-9,9,M001,1----------混合10分,一,,100,,
GD52B3051,GD52B3051-10,10,BA01A0308,智利紅茶粉-666淺色,公斤,1.09,100,篩,
GD52B3051,GD52B3051-11,11,BA01A0309,智利紅茶粉-668深色-冷溶,公斤,0.71,100,篩,
GD52B3051,GD52B3051-12,12,BA01A0201,奶精-A-SD7,公斤,28.86,100,,
GD52B3051,GD52B3051-13,13,M101,回鍋,公斤,,100,,
GD52B3051,GD52B3051-14,14,M002,2----------混合10分,一,,100,,
GD52B3051,GD52B3051-15,15,M003,#NAME?,一,,100,,
GD52B306291,GD52B306291-1,1,BA01A0102,細砂糖,公斤,12.49,100,篩,
GD52B306291,GD52B306291-2,2,BA01A0103,葡萄糖,公斤,18.71,100,篩,
GD52B306291,GD52B306291-3,3,BA01A0101-1,糖粉,公斤,19.09,100,篩,
GD52B306291,GD52B306291-4,4,BA01B0101-1,鹽-10%,公斤,3.98,100,篩,
GD52B306291,GD52B306291-5,5,FD52B306291-1,香料-1-台深-泰式奶茶調味粉,公斤,1.7,100,細篩,
GD52B306291,GD52B306291-6,6,M001,1----------混合10分,一,,100,,
GD52B306291,GD52B306291-7,7,FD52B306291-2,香料-2-台深-泰式奶茶調味粉,公斤,0.5,100,細篩,
GD52B306291,GD52B306291-8,8,BA01A0310,即溶綠茶粉-TCTG,公斤,0.41,100,混篩,
GD52B306291,GD52B306291-9,9,BA01A0309,智利紅茶粉-668深色-冷溶,公斤,3.21,100,混篩,
GD52B306291,GD52B306291-10,10,BA01B0301,二矽,公斤,0.34,100,混篩,
GD52B306291,GD52B306291-11,11,BA01A0201,奶精-A-SD7,公斤,39.57,100,,
GD52B306291,GD52B306291-12,12,M101,回鍋,公斤,,100,,
GD52B306291,GD52B306291-13,13,M002,2----------混合10分,一,,100,,
GD52B306291,GD52B306291-14,14,M003,#NAME?,一,,100,,
GD52B307291,GD52B307291-1,1,BA01A0102,細砂糖,公斤,9.11,100,篩,
GD52B307291,GD52B307291-2,2,BA01A0103,葡萄糖,公斤,29.26,100,篩,
GD52B307291,GD52B307291-3,3,BA01A0101-1,糖粉,公斤,21.98,100,篩,
GD52B307291,GD52B307291-4,4,BA01B0101-1,鹽-10%,公斤,2.29,100,篩,
GD52B307291,GD52B307291-5,5,FD52B307291,香料-台深-抹茶歐蕾調味粉,公斤,5,100,細篩,
GD52B307291,GD52B307291-6,6,BA01B0301,二矽,公斤,0.54,100,細篩,
GD52B307291,GD52B307291-7,7,M001,1----------混合10分,一,,100,,
GD52B307291,GD52B307291-8,8,BA01A0306,抹茶粉9603-1,公斤,2.53,100,篩,
GD52B307291,GD52B307291-9,9,BA01A0201,奶精-A-SD7,公斤,29.29,100,,
GD52B307291,GD52B307291-10,10,M101,回鍋,公斤,,100,,
GD52B307291,GD52B307291-11,11,M002,2----------混合10分,一,,100,,
GD52B307291,GD52B307291-12,12,M003,#NAME?,一,,100,,
GD52B307292,GD52B307292-1,1,BA01A0103,葡萄糖,公斤,59.08,100,篩,
GD52B307292,GD52B307292-2,2,BA01A0108,糊精-DE10,公斤,3.26,100,篩,
GD52B307292,GD52B307292-3,3,BA01B0101-1,鹽-10%,公斤,2.15,100,篩,
GD52B307292,GD52B307292-4,4,FD52B307292,香料-1-台深-抹茶歐蕾調味粉(美國),公斤,0.1,100,細篩,
GD52B307292,GD52B307292-5,5,FD52B307292-1,香料-2-台深-抹茶歐蕾調味粉(美國),公斤,2,100,細篩,
GD52B307292,GD52B307292-6,6,BA01B0301,二矽,公斤,0.31,100,細篩,
GD52B307292,GD52B307292-7,7,M001,1----------混合10分,一,,100,,
GD52B307292,GD52B307292-8,8,BA01A0310,即溶綠茶粉-TCTG,公斤,1.79,100,篩,
GD52B307292,GD52B307292-9,9,BA01A0306,抹茶粉9603-1,公斤,8.95,100,篩,
GD52B307292,GD52B307292-10,10,BA01A0201,奶精-A-SD7,公斤,22.36,100,,
GD52B307292,GD52B307292-11,11,M101,回鍋,公斤,,100,,
GD52B307292,GD52B307292-12,12,M002,2----------混合10分,一,,100,,
GD52B307292,GD52B307292-13,13,M003,#NAME?,一,,100,,
GD52C302291,GD52C302291-1,1,BA01A0103,葡萄糖,公斤,41.62,100,篩,
GD52C302291,GD52C302291-2,2,BA01B0101-1,鹽-10%,公斤,1.9,100,篩,
GD52C302291,GD52C302291-3,3,FD52C302291,香料-台深-椰子調味粉,公斤,1.2,100,細篩,
GD52C302291,GD52C302291-4,4,BA01B0301,二矽,公斤,0.57,100,細篩,
GD52C302291,GD52C302291-5,5,BA01A0605-2,椰漿粉-6008,公斤,13.84,100,篩,
GD52C302291,GD52C302291-6,6,M001,1----------混合10分,一,,100,,
GD52C302291,GD52C302291-7,7,BA01A0201,奶精-A-SD7,公斤,40.87,100,,
GD52C302291,GD52C302291-8,8,M101,回鍋,公斤,,100,,
GD52C302291,GD52C302291-9,9,M002,2----------混合10分,一,,100,,
GD52C302291,GD52C302291-10,10,M003,#NAME?,一,,100,,
GD52D2041,GD52D2041-1,1,BA01A0103,葡萄糖,公斤,46.16,100,篩,
GD52D2041,GD52D2041-2,2,BA01A0108,糊精-DE10,公斤,16.01,100,,
GD52D2041,GD52D2041-3,3,BA01B0101-1,鹽-10%,公斤,2.29,100,篩,
GD52D2041,GD52D2041-4,4,FD52D2041,香料-台深-香檳調味粉,公斤,10,100,細篩,
GD52D2041,GD52D2041-5,5,BA01B0301,二矽,公斤,0.77,100,細篩,
GD52D2041,GD52D2041-6,6,M001,1----------混合10分,一,,100,,
GD52D2041,GD52D2041-7,7,BA01A0201,奶精-A-SD7,公斤,24.77,100,,
GD52D2041,GD52D2041-8,8,M101,回鍋,公斤,,100,,
GD52D2041,GD52D2041-9,9,M002,2----------混合10分,一,,100,,
GD52D2041,GD52D2041-10,10,M003,#NAME?,一,,100,,
GD52D2051,GD52D2051-1,1,BA01A0102,細砂糖,公斤,36.27,100,篩,
GD52D2051,GD52D2051-2,2,BA01A0103,葡萄糖,公斤,33.22,100,篩,
GD52D2051,GD52D2051-3,3,BA01B0101-1,鹽-10%,公斤,2.3,100,篩,
GD52D2051,GD52D2051-4,4,FD52D2051-1,香料-1-台深-百香果粉B,公斤,8.4,100,細篩,
GD52D2051,GD52D2051-5,5,FD52D2051-2,香料-2-台深-百香果粉B,公斤,0.8,100,細篩,
GD52D2051,GD52D2051-6,6,BA01B0301,二矽,公斤,0.38,100,細篩,
GD52D2051,GD52D2051-7,7,M001,1----------混合10分,一,,100,,
GD52D2051,GD52D2051-8,8,DD52D2051,膠類-台深-百香果粉B,公斤,0.81,100,,
GD52D2051,GD52D2051-9,9,BA01B0303-4,無水檸檬酸 JUBU,公斤,0.26,100,篩,
GD52D2051,GD52D2051-10,10,BA01B0304,檸檬酸鈉,公斤,0.47,100,篩,
GD52D2051,GD52D2051-11,11,BA01A0201,奶精-A-SD7,公斤,17.09,100,,
GD52D2051,GD52D2051-12,12,M101,回鍋,公斤,,100,,
GD52D2051,GD52D2051-13,13,M002,2----------混合10分,一,,100,,
GD52D2051,GD52D2051-14,14,M003,#NAME?,一,,100,,
GD52D2071,GD52D2071-1,1,BA01A0101-1,糖粉,公斤,52.06,100,篩,
GD52D2071,GD52D2071-2,2,BA01A0103,葡萄糖,公斤,1.7,100,篩,
GD52D2071,GD52D2071-3,3,BA01B0101-1,鹽-10%,公斤,3.57,100,篩,
GD52D2071,GD52D2071-4,4,FD52D2071-1,香料-1-台深-美極斑蘭調味粉,公斤,4,100,細篩,
GD52D2071,GD52D2071-5,5,FD52D2071-2,香料-2-台深-美極斑蘭調味粉,公斤,3,100,細篩,
GD52D2071,GD52D2071-6,6,BA01B0301,二矽,公斤,1.07,100,細篩,
GD52D2071,GD52D2071-7,7,M001,1----------混合10分,一,,100,,
GD52D2071,GD52D2071-8,8,BA01A0201,奶精-A-SD7,公斤,34.6,100,,
GD52D2071,GD52D2071-9,9,M101,回鍋,公斤,,100,,
GD52D2071,GD52D2071-10,10,M002,2----------混合10分,一,,100,,
GD52D2071,GD52D2071-11,11,M003,#NAME?,一,,100,,
GD52D209112,GD52D209112-1,1,BA01A0103,葡萄糖,公斤,50.06,100,篩,
GD52D209112,GD52D209112-2,2,BA01A0101-1,糖粉,公斤,19.88,100,篩,
GD52D209112,GD52D209112-3,3,BA01B0101-1,鹽-10%,公斤,3.09,100,篩,
GD52D209112,GD52D209112-4,4,FD52D209112-1,香料-1-台深-西瓜調味粉,公斤,6,100,細篩,
GD52D209112,GD52D209112-5,5,FD52D209112-2,香料-2-台深-西瓜調味粉,公斤,5,100,細篩,
GD52D209112,GD52D209112-6,6,BA01B0301,二矽,公斤,0.81,100,細篩,
GD52D209112,GD52D209112-7,7,M001,1----------混合10分,一,,100,,
GD52D209112,GD52D209112-8,8,BA01A0201,奶精-A-SD7,公斤,15.16,100,,
GD52D209112,GD52D209112-9,9,M101,回鍋,公斤,,100,,
GD52D209112,GD52D209112-10,10,M002,2----------混合10分,一,,100,,
GD52D209112,GD52D209112-11,11,M003,#NAME?,一,,100,,
GD52D210292,GD52D210292-1,1,BA01A0101-1,糖粉,公斤,0.99,100,篩,
GD52D210292,GD52D210292-2,2,BA01A0103,葡萄糖,公斤,52.72,100,篩,
GD52D210292,GD52D210292-3,3,BA01A0108,糊精-DE10,公斤,1.49,100,篩,
GD52D210292,GD52D210292-4,4,FD52D210292,香料-1-台深-特上芋頭調味粉(美國),公斤,2.6,100,細篩,
GD52D210292,GD52D210292-5,5,FD52D210292-1,香料-2-台深-特上芋頭調味粉(美國),公斤,0.6,100,細篩,
GD52D210292,GD52D210292-6,6,FD52D210292-2,香料-3-台深-特上芋頭調味粉(美國),公斤,0.1,100,細篩,
GD52D210292,GD52D210292-7,7,BA01B0301,二矽,公斤,0.62,100,細篩,
GD52D210292,GD52D210292-8,8,M001,1----------混合10分,一,,100,,
GD52D210292,GD52D210292-9,9,DD52D210292,膠類-台深-特上芋頭調味粉(美國),公斤,0.5,100,,
GD52D210292,GD52D210292-10,10,BA01K0301,特級芋頭粉,公斤,9.26,100,篩,
GD52D210292,GD52D210292-11,11,BA01A0201,奶精-A-SD7,公斤,31.12,100,,
GD52D210292,GD52D210292-12,12,M101,回鍋,公斤,,100,,
GD52D210292,GD52D210292-13,13,M002,2----------混合10分,一,,100,,
GD52D210292,GD52D210292-14,14,M003,#NAME?,一,,100,,
GD59Z2011,GD59Z2011-1,1,BA01A0101-1,糖粉,公斤,48.96,100,篩,
GD59Z2011,GD59Z2011-2,2,BA01A0103,葡萄糖,公斤,1.29,100,篩,
GD59Z2011,GD59Z2011-3,3,BA01A0502,高脂可可-DP70,公斤,3.15,100,篩,
GD59Z2011,GD59Z2011-4,4,BA01A0504,中脂可可-DR79,公斤,10.33,100,篩,
GD59Z2011,GD59Z2011-5,5,BA01A0506,DKL921黑炭可可粉,公斤,2.96,100,篩,
GD59Z2011,GD59Z2011-6,6,BA01B0101-1,鹽-10%,公斤,6.88,100,篩,
GD59Z2011,GD59Z2011-7,7,FD59Z2011,香料-安中-Deluxe黑巧克力霜淇淋粉,公斤,3.51,100,細篩,
GD59Z2011,GD59Z2011-8,8,DD59Z2011,膠類-安中-Deluxe黑巧克力霜淇淋粉,公斤,1.72,100,,
GD59Z2011,GD59Z2011-9,9,BA01B0402,碳酸鈣,公斤,0.07,100,篩,
GD59Z2011,GD59Z2011-10,10,BA01B0104-1,美香粉,公斤,1.09,100,篩,
GD59Z2011,GD59Z2011-11,11,M001,1----------混合10分,一,,100,,
GD59Z2011,GD59Z2011-12,12,BA01A0201,奶精-A-SD7,公斤,20.04,100,,
GD59Z2011,GD59Z2011-13,13,M101,回鍋,公斤,,100,,
GD59Z2011,GD59Z2011-14,14,M002,2----------混合10分,一,,100,,
GD59Z2011,GD59Z2011-15,15,M003,#NAME?,一,,100,,
GD59Z2021,GD59Z2021-1,1,BA01A0101-1,糖粉,公斤,57.92,100,篩,
GD59Z2021,GD59Z2021-2,2,BA01B0103-1,蔗糖素-1%,公斤,1.47,100,篩,
GD59Z2021,GD59Z2021-3,3,BA01B0101,精鹽,公斤,0.36,100,篩,
GD59Z2021,GD59Z2021-4,4,FD59Z2021-1,香料-1-安中-Deluxe牛奶風味霜淇淋粉,公斤,0.14,100,細篩,
GD59Z2021,GD59Z2021-5,5,FD59Z2021-2,香料-2-安中-Deluxe牛奶風味霜淇淋粉,公斤,2.95,100,細篩,
GD59Z2021,GD59Z2021-6,6,FD59Z2021-3,香料-3-安中-Deluxe牛奶風味霜淇淋粉,公斤,1.05,100,細篩,
GD59Z2021,GD59Z2021-7,7,DD59Z2021,膠類-安中-Deluxe牛奶風味霜淇淋粉,公斤,2.98,100,,
GD59Z2021,GD59Z2021-8,8,BA01B0402,碳酸鈣,公斤,0.1,100,篩,
GD59Z2021,GD59Z2021-9,9,M001,1----------混合10分,一,,100,,
GD59Z2021,GD59Z2021-10,10,BA01A0201,奶精-A-SD7,公斤,33.03,100,,
GD59Z2021,GD59Z2021-11,11,M101,回鍋,公斤,,100,,
GD59Z2021,GD59Z2021-12,12,M002,2----------混合10分,一,,100,,
GD59Z2021,GD59Z2021-13,13,M003,#NAME?,一,,100,,
GD72B3011,GD72B3011-1,1,BA01A0103,葡萄糖,公斤,22.15,100,篩,
GD72B3011,GD72B3011-2,2,BA01A0101-1,糖粉,公斤,11.12,100,篩,
GD72B3011,GD72B3011-3,3,BA01A0108,糊精-DE10,公斤,2.22,100,篩,
GD72B3011,GD72B3011-4,4,BA01B0101-1,鹽-10%,公斤,7.12,100,篩,
GD72B3011,GD72B3011-5,5,FD72B3011-1,香料-1-老虎堂-紅茶拿鐵,公斤,1,100,細篩,
GD72B3011,GD72B3011-6,6,FD72B3011-2,香料-2-老虎堂-紅茶拿鐵,公斤,1.6,100,細篩,
GD72B3011,GD72B3011-7,7,BA01B0301,二矽,公斤,0.54,100,混篩,
GD72B3011,GD72B3011-8,8,M001,1----------混合10分,一,,100,,
GD72B3011,GD72B3011-9,9,FD72B3011-3,香料-3-老虎堂-紅茶拿鐵,公斤,0.7,100,細篩,
GD72B3011,GD72B3011-10,10,BA01A0308,智利紅茶粉-666淺色,公斤,1.8,100,篩,
GD72B3011,GD72B3011-11,11,BA01A0309,智利紅茶粉-668深色-冷溶,公斤,1.26,100,篩,
GD72B3011,GD72B3011-12,12,DD72B3011,膠類-老虎堂-紅茶拿鐵,公斤,0.29,100,,
GD72B3011,GD72B3011-13,13,BA01A0201,奶精-A-SD7,公斤,50.2,100,,
GD72B3011,GD72B3011-14,14,M101,回鍋,公斤,,100,,
GD72B3011,GD72B3011-15,15,M002,2----------混合10分,一,,100,,
GD72B3011,GD72B3011-16,16,M003,#NAME?,一,,100,,
GD72D1011,GD72D1011-1,1,BA01A0103,葡萄糖,公斤,4.44,100,篩,
GD72D1011,GD72D1011-2,2,BA01B0101-1,鹽-10%,公斤,0.89,100,篩,
GD72D1011,GD72D1011-3,3,BA01A0251,奶精-SD846,公斤,31.77,100,,
GD72D1011,GD72D1011-4,4,BA01A0202,奶精-B-SD20,公斤,62.9,100,,
GD72D1011,GD72D1011-5,5,M101,回鍋,公斤,,100,,
GD72D1011,GD72D1011-6,6,M001,1----------混合10分,一,,100,,
GD72D1011,GD72D1011-7,7,M003,#NAME?,一,,100,,
GD72M3011,GD72M3011-1,1,BA01A0101-1,糖粉,公斤,32.93,100,篩,
GD72M3011,GD72M3011-2,2,BA01B0103-1,蔗糖素-1%,公斤,3.07,100,篩,
GD72M3011,GD72M3011-3,3,BA01B0101-1,鹽-10%,公斤,2.03,100,篩,
GD72M3011,GD72M3011-4,4,BA01B0101,精鹽,公斤,12.04,100,篩,
GD72M3011,GD72M3011-5,5,BA01A0709,精緻梅子粉,公斤,45.92,100,篩,
GD72M3011,GD72M3011-6,6,BA01B0104-2,乙基麥芽醇(AJ),公斤,0.44,100,篩,
GD72M3011,GD72M3011-7,7,BA01B0303-2,DL-蘋果酸,公斤,3.57,100,篩,
GD72M3011,GD72M3011-8,8,M101,回鍋,公斤,,100,,
GD72M3011,GD72M3011-9,9,M006,1----------混合15分,一,,100,,
GD72M3011,GD72M3011-10,10,M003,#NAME?,一,,100,,
GD75B6011,GD75B6011-1,1,BA01A0101-1,糖粉,公斤,62.61,100,篩,
GD75B6011,GD75B6011-2,2,BA01A0103,葡萄糖,公斤,1.34,100,篩,
GD75B6011,GD75B6011-3,3,BA01B0103-1,蔗糖素-1%,公斤,3.27,100,篩,
GD75B6011,GD75B6011-4,4,BA01B0101-1,鹽-10%,公斤,1.79,100,篩,
GD75B6011,GD75B6011-5,5,FD75B6011-1,香料-1-歐比特-紅茶拿鐵,公斤,1.6,100,細篩,
GD75B6011,GD75B6011-6,6,FD75B6011-2,香料-2-歐比特-紅茶拿鐵,公斤,0.16,100,細篩,
GD75B6011,GD75B6011-7,7,M001,1----------混合10分,一,,100,,
GD75B6011,GD75B6011-8,8,BA01A0308-3,紅茶粉-SM-3608-雀巢,公斤,1.91,100,混篩,
GD75B6011,GD75B6011-9,9,BA01A0309,智利紅茶粉-668深色-冷溶,公斤,2.66,100,混篩,
GD75B6011,GD75B6011-10,10,BA01B0301,二矽,公斤,0.55,100,混篩,
GD75B6011,GD75B6011-11,11,BA01A0201,奶精-A-SD7,公斤,24.11,100,,
GD75B6011,GD75B6011-12,12,M101,回鍋,公斤,,100,,
GD75B6011,GD75B6011-13,13,M002,2----------混合10分,一,,100,,
GD75B6011,GD75B6011-14,14,M003,#NAME?,一,,100,,
GD75B6042,GD75B6042-1,1,BA01A0101-1,糖粉,公斤,61.07,100,篩,
GD75B6042,GD75B6042-2,2,BA01A0103,葡萄糖,公斤,1.14,100,篩,
GD75B6042,GD75B6042-3,3,BA01B0103-1,蔗糖素-1%,公斤,1.6,100,篩,
GD75B6042,GD75B6042-4,4,BA01B0101-1,鹽-10%,公斤,1.89,100,篩,
GD75B6042,GD75B6042-5,5,BA01B0104-1,美香粉,公斤,0.41,100,篩,
GD75B6042,GD75B6042-6,6,FD75B6042,香料-歐比特-抹茶拿鐵JB,公斤,1.2,100,細篩,
GD75B6042,GD75B6042-7,7,BA01B0301,二矽,公斤,0.19,100,細篩,
GD75B6042,GD75B6042-8,8,M001,1----------混合10分,一,,100,,
GD75B6042,GD75B6042-9,9,BA01A0306,抹茶粉9603-1,公斤,4.15,100,,
GD75B6042,GD75B6042-10,10,DD75B6042,膠類-歐比特-抹茶拿鐵JB,公斤,0.97,100,,
GD75B6042,GD75B6042-11,11,BA01A0201,奶精-A-SD7,公斤,27.38,100,,
GD75B6042,GD75B6042-12,12,M101,回鍋,公斤,,100,,
GD75B6042,GD75B6042-13,13,M002,2----------混合10分,一,,100,,
GD75B6042,GD75B6042-14,14,M003,#NAME?,一,,100,,
GD75B6052,GD75B6052-1,1,BA01A0101-1,糖粉,公斤,67.89,100,篩,
GD75B6052,GD75B6052-2,2,BA01A0103,葡萄糖,公斤,1.44,100,篩,
GD75B6052,GD75B6052-3,3,BA01B0103-1,蔗糖素-1%,公斤,0.75,100,篩,
GD75B6052,GD75B6052-4,4,BA01B0101-1,鹽-10%,公斤,1.45,100,篩,
GD75B6052,GD75B6052-5,5,FD75B6052-1,香料-1-歐比特-芋頭拿鐵JB,公斤,4.32,100,細篩,
GD75B6052,GD75B6052-6,6,FD75B6052-2,香料-2-歐比特-芋頭拿鐵JB,公斤,0.28,100,細篩,
GD75B6052,GD75B6052-7,7,FD75B6052-3,香料-3-歐比特-芋頭拿鐵JB,公斤,1.2,100,細篩,
GD75B6052,GD75B6052-8,8,BA01B0301,二矽,公斤,0.46,100,細篩,
GD75B6052,GD75B6052-9,9,M001,1----------混合10分,一,,100,,
GD75B6052,GD75B6052-10,10,BA01K0301,特級芋頭粉,公斤,2.21,100,,
